8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
24	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1074
24	A: 1. 
6	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
24	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1075
24	A: 1. 
6	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
24	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1076
24	A: 1. 
6	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
24	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1077
24	A: 1. 
6	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
24	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1078
24	A: 1. 
6	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
24	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1079
24	A: 1. 
6	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
24	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.108
24	A: 1. 
6	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
24	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1081
24	A: 1. 
6	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
24	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1082
23	A: 1. 
7	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1083
23	A: 1. 
7	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1084
23	A: 1. 
7	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1085
23	A: 1. 
7	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1086
23	A: 1. 
7	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1087
23	A: 1. 
7	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1088
23	A: 1. 
7	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1089
23	A: 1. 
7	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.109
23	A: 1. 
7	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1091
23	A: 1. 
7	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1092
23	A: 1. 
7	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1093
23	A: 1. 
7	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1094
23	A: 1. 
7	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1095
23	A: 1. 
7	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1096
23	A: 1. 
7	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1097
23	A: 1. 
7	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1098
23	A: 1. 
7	A: 1. B: 1. 
8	A: 1. C: 1. 
22	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1099
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.11
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1101
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1102
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1103
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1104
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1105
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1106
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1107
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1108
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1109
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.111
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1111
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1112
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1113
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1114
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1115
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1116
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1117
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1118
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1119
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.112
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1121
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1122
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1123
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1124
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1125
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1126
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1127
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1128
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1129
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.113
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1131
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1132
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1133
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1134
22	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
12	A: 1. B: 1. C: 1. 
23	B: 1. 
8	B: 1. C: 1. 
Time (s): 0.1135
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1136
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1137
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1138
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1139
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.114
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1141
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1142
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1143
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1144
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1145
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1146
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1147
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1148
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1149
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.115
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1151
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1152
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1153
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1154
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1155
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1156
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1157
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1158
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1159
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.116
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1161
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1162
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1163
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1164
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1165
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1166
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1167
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1168
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1169
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.117
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1171
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1172
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1173
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1174
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1175
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1176
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1177
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1178
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1179
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.118
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1181
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1182
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1183
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1184
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1185
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1186
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1187
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1188
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1189
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.119
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1191
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1192
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1193
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1194
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1195
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1196
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1197
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1198
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1199
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.12
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1201
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1202
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1203
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1204
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1205
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1206
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1207
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1208
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1209
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.121
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1211
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1212
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1213
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
7	B: 1. C: 1. 
Time (s): 0.1214
21	A: 1. 
7	A: 1. B: 1. 
9	A: 1. C: 1. 
21	C: 1. 
13	A: 1. B: 1. C: 1. 
23	B: 1. 
